tau,in_sample_expectile_loss,out_sample_expectile_loss,out_sample_pinball_loss,pred_mean,pred_std,actual_mean,actual_quantile_at_tau
0.05,0.0001732328653161315,6.409742244844074e-05,0.0017805146,-0.029727686,0.004844529,0.00049851905,-0.027129002
0.1,0.00022661382896841886,8.860354007472537e-05,0.0029470373,-0.02215141,0.004113875,0.00049851905,-0.020686788
0.5,0.00038040210441069445,0.00015116965751884922,0.0068953033,0.00078486453,0.0041000955,0.00049851905,-0.0006289704
0.9,0.0002023726802421702,9.749180981431036e-05,0.003258091,0.023768261,0.0038609256,0.00049851905,0.022251138
0.95,0.00013475070360657987,6.737600657505441e-05,0.0018726898,0.03165904,0.005044694,0.00049851905,0.028929655
