target,index,model,tau,prediction,actual,pinball
eua_return,1414,ERNN,0.1,-0.023809976875782013,0.0024189127143472433,0.002622889121994376
eua_return,1414,ERNN,0.5,0.0004748627543449402,0.0024189127143472433,0.0009720249800011516
eua_return,1414,ERNN,0.9,0.020138949155807495,0.0024189127143472433,0.0017720035975798965
eua_return,1414,ERNN,0.95,0.03000103309750557,0.0024189127143472433,0.0013791060773655772
eua_return,1415,L-ER,0.05,-0.029613718390464783,-0.02648424543440342,0.00015647364489268512
eua_return,1415,L-ER,0.1,-0.021855428814888,-0.02648424543440342,0.00416593486443162
eua_return,1415,L-ER,0.5,0.00196264311671257,-0.02648424543440342,0.014223444275557995
eua_return,1415,L-ER,0.9,0.024237586185336113,-0.02648424543440342,0.005072183441370726
eua_return,1415,L-ER,0.95,0.03332419693470001,-0.02648424543440342,0.002990422071889043
eua_return,1415,ERNN,0.05,-0.03693278133869171,-0.02648424543440342,0.0005224267952144146
eua_return,1415,ERNN,0.1,-0.018429122865200043,-0.02648424543440342,0.007249610032886267
eua_return,1415,ERNN,0.5,0.00300048291683197,-0.02648424543440342,0.014742364175617695
eua_return,1415,ERNN,0.9,0.023356296122074127,-0.02648424543440342,0.004984054248780012
eua_return,1415,ERNN,0.95,0.031257983297109604,-0.02648424543440342,0.002887111622840166
eua_return,1416,L-ER,0.05,-0.033459197729825974,-0.022926582023501396,0.0005266307853162289
eua_return,1416,L-ER,0.1,-0.022741034626960754,-0.022926582023501396,0.0001669926568865776
eua_return,1416,L-ER,0.5,0.004034692421555519,-0.022926582023501396,0.013480637222528458
eua_return,1416,L-ER,0.9,0.02796834707260132,-0.022926582023501396,0.005089493002742529
eua_return,1416,L-ER,0.95,0.035902056843042374,-0.022926582023501396,0.0029414319433271885
eua_return,1416,ERNN,0.05,-0.03007548302412033,-0.022926582023501396,0.000357445067493245
eua_return,1416,ERNN,0.1,-0.016882970929145813,-0.022926582023501396,0.00543924979865551
eua_return,1416,ERNN,0.5,0.004764921963214874,-0.022926582023501396,0.013845751993358135
eua_return,1416,ERNN,0.9,0.025165341794490814,-0.022926582023501396,0.004809192847460508
eua_return,1416,ERNN,0.95,0.036959078162908554,-0.022926582023501396,0.0029942828696221113
eua_return,1417,L-ER,0.05,-0.033284157514572144,-0.018280766904354095,0.000750169565435499
eua_return,1417,L-ER,0.1,-0.02400403842329979,-0.018280766904354095,0.0005723271751776338
eua_return,1417,L-ER,0.5,0.000892490497790277,-0.018280766904354095,0.009586628526449203
eua_return,1417,L-ER,0.9,0.02645828202366829,-0.018280766904354095,0.004473905079066753
eua_return,1417,L-ER,0.95,0.03583155572414398,-0.018280766904354095,0.0027056161779910326
eua_return,1417,ERNN,0.05,-0.03112296760082245,-0.018280766904354095,0.0006421100697480142
eua_return,1417,ERNN,0.1,-0.019037418067455292,-0.018280766904354095,7.56651206756942e-05
eua_return,1417,ERNN,0.5,0.001634441316127777,-0.018280766904354095,0.009957604110240936
eua_return,1417,ERNN,0.9,0.025234844535589218,-0.018280766904354095,0.004351561423391104
eua_return,1417,ERNN,0.95,0.03577155992388725,-0.018280766904354095,0.002702616387978196
eua_return,1418,L-ER,0.05,-0.0372636616230011,-0.019579386338591576,0.0008842137758620083
eua_return,1418,L-ER,0.1,-0.02519029565155506,-0.019579386338591576,0.0005610909429378808
eua_return,1418,L-ER,0.5,0.003218014957383275,-0.019579386338591576,0.01139870099723339
eua_return,1418,L-ER,0.9,0.03232160583138466,-0.019579386338591576,0.005190099123865366
eua_return,1418,L-ER,0.95,0.04140463471412659,-0.019579386338591576,0.003049201099202037
eua_return,1418,ERNN,0.05,-0.03745967894792557,-0.019579386338591576,0.0008940146653912961
eua_return,1418,ERNN,0.1,-0.02582661062479019,-0.019579386338591576,0.000624722451902926
eua_return,1418,ERNN,0.5,0.0037895813584327698,-0.019579386338591576,0.011684483848512173
eua_return,1418,ERNN,0.9,0.028264090418815613,-0.019579386338591576,0.004784347955137491
eua_return,1418,ERNN,0.95,0.04142743721604347,-0.019579386338591576,0.003050341038033366
eua_return,1419,L-ER,0.05,-0.03872822970151901,0.015812015160918236,0.0027270123828202486
eua_return,1419,L-ER,0.1,-0.028763191774487495,0.015812015160918236,0.004457520786672831
eua_return,1419,L-ER,0.5,-0.0015181706985458732,0.015812015160918236,0.008665093220770359
eua_return,1419,L-ER,0.9,0.024040425196290016,0.015812015160918236,0.0008228410151787102
eua_return,1419,L-ER,0.95,0.0310861524194479,0.015812015160918236,0.0007637068629264832
eua_return,1419,ERNN,0.05,-0.03774634003639221,0.015812015160918236,0.0026779179461300373
eua_return,1419,ERNN,0.1,-0.023762397468090057,0.015812015160918236,0.003957441542297602
eua_return,1419,ERNN,0.5,-0.0008892789483070374,0.015812015160918236,0.008350647054612637
eua_return,1419,ERNN,0.9,0.022769581526517868,0.015812015160918236,0.0006957566365599632
eua_return,1419,ERNN,0.95,0.03126317635178566,0.015812015160918236,0.0007725580944679677
eua_return,1420,L-ER,0.05,-0.03364919498562813,-0.01341823861002922,0.001011547865346074
eua_return,1420,L-ER,0.1,-0.025090400129556656,-0.01341823861002922,0.0011672162218019366
eua_return,1420,L-ER,0.5,-0.0006424200255423784,-0.01341823861002922,0.006387909408658743
eua_return,1420,L-ER,0.9,0.025022251531481743,-0.01341823861002922,0.0038440488278865814
eua_return,1420,L-ER,0.95,0.03521501272916794,-0.01341823861002922,0.002431662520393729
eua_return,1420,ERNN,0.05,-0.03032941371202469,-0.01341823861002922,0.0008455587667413056
eua_return,1420,ERNN,0.1,-0.024963676929473877,-0.01341823861002922,0.0011545438319444656
eua_return,1420,ERNN,0.5,-0.000944778323173523,-0.01341823861002922,0.006236730143427849
eua_return,1420,ERNN,0.9,0.021049443632364273,-0.01341823861002922,0.003446768270805478
eua_return,1420,ERNN,0.95,0.03468190133571625,-0.01341823861002922,0.0024050071369856596
eua_return,1421,L-ER,0.05,-0.0340181440114975,-0.011663693003356457,0.001117722480557859
eua_return,1421,L-ER,0.1,-0.021325532346963882,-0.011663693003356457,0.0009661839576438069
eua_return,1421,L-ER,0.5,0.0056885890662670135,-0.011663693003356457,0.008676141500473022
eua_return,1421,L-ER,0.9,0.03059384971857071,-0.011663693003356457,0.0042257546447217464
eua_return,1421,L-ER,0.95,0.04299616441130638,-0.011663693003356457,0.002732992870733142
eua_return,1421,ERNN,0.05,-0.031167499721050262,-0.011663693003356457,0.0009751903126016259
eua_return,1421,ERNN,0.1,-0.020073622465133667,-0.011663693003356457,0.0008409929578192532
eua_return,1421,ERNN,0.5,0.00775068998336792,-0.011663693003356457,0.009707191959023476
eua_return,1421,ERNN,0.9,0.029212066903710365,-0.011663693003356457,0.004087576176971197
eua_return,1421,ERNN,0.95,0.0448279082775116,-0.011663693003356457,0.0028245800640434027
eua_return,1422,L-ER,0.05,-0.03907157480716705,0.019878514111042023,0.002947504399344325
eua_return,1422,L-ER,0.1,-0.026916030794382095,0.019878514111042023,0.004679454490542412
eua_return,1422,L-ER,0.5,0.0010976416524499655,0.019878514111042023,0.009390436112880707
eua_return,1422,L-ER,0.9,0.02510683983564377,0.019878514111042023,0.0005228325608186424
eua_return,1422,L-ER,0.95,0.03530748561024666,0.019878514111042023,0.0007714485982432961
eua_return,1422,ERNN,0.05,-0.035754721611738205,0.019878514111042023,0.0027816619258373976
eua_return,1422,ERNN,0.1,-0.02706053853034973,0.019878514111042023,0.004693905357271433
eua_return,1422,ERNN,0.5,0.0004826188087463379,0.019878514111042023,0.009697947651147842
eua_return,1422,ERNN,0.9,0.02407001703977585,0.019878514111042023,0.00041915031033568084
eua_return,1422,ERNN,0.95,0.03466372191905975,0.019878514111042023,0.0007392604020424187
eua_return,1423,L-ER,0.05,-0.03648480027914047,-0.004634864628314972,0.0015924967592582107
eua_return,1423,L-ER,0.1,-0.026737317442893982,-0.004634864628314972,0.0022102452348917723
eua_return,1423,L-ER,0.5,-0.0020059470552951097,-0.004634864628314972,0.001314458786509931
eua_return,1423,L-ER,0.9,0.02103038690984249,-0.004634864628314972,0.0025665252469480038
eua_return,1423,L-ER,0.95,0.031832706183195114,-0.004634864628314972,0.0018233786104246974
eua_return,1423,ERNN,0.05,-0.0366026908159256,-0.004634864628314972,0.0015983913326635957
eua_return,1423,ERNN,0.1,-0.026614859700202942,-0.004634864628314972,0.002197999507188797
eua_return,1423,ERNN,0.5,-0.003354296088218689,-0.004634864628314972,0.0006402842700481415
eua_return,1423,ERNN,0.9,0.01857573911547661,-0.004634864628314972,0.002321060514077544
eua_return,1423,ERNN,0.95,0.02979595959186554,-0.004634864628314972,0.0017215412808582187
eua_return,1424,L-ER,0.05,-0.036700960248708725,0.011252709664404392,0.002397683449089527
eua_return,1424,L-ER,0.1,-0.027010254561901093,0.011252709664404392,0.0038262964226305485
eua_return,1424,L-ER,0.5,-0.0020181569270789623,0.011252709664404392,0.006635433062911034
eua_return,1424,L-ER,0.9,0.019831739366054535,0.011252709664404392,0.0008579029818065464
eua_return,1424,L-ER,0.95,0.026492903009057045,0.011252709664404392,0.0007620097021572292
eua_return,1424,ERNN,0.05,-0.03554600104689598,0.011252709664404392,0.002339935628697276
eua_return,1424,ERNN,0.1,-0.024916112422943115,0.011252709664404392,0.0036168822553008795
eua_return,1424,ERNN,0.5,-0.002781108021736145,0.011252709664404392,0.007016908843070269
eua_return,1424,ERNN,0.9,0.01593218371272087,0.011252709664404392,0.00046794742229394615
eua_return,1424,ERNN,0.95,0.02964131534099579,0.011252709664404392,0.0009194303420372307
eua_return,1425,L-ER,0.05,-0.033726420253515244,0.02132575213909149,0.0027526086196303368
eua_return,1425,L-ER,0.1,-0.02251346781849861,0.02132575213909149,0.004383922088891268
eua_return,1425,L-ER,0.5,0.0024231497664004564,0.02132575213909149,0.009451300837099552
eua_return,1425,L-ER,0.9,0.02687707170844078,0.02132575213909149,0.0005551319918595254
eua_return,1425,L-ER,0.95,0.03635270148515701,0.02132575213909149,0.0007513474556617439
eua_return,1425,ERNN,0.05,-0.0312502458691597,0.02132575213909149,0.002628799993544817
eua_return,1425,ERNN,0.1,-0.021299660205841064,0.02132575213909149,0.0042625414207577705
eua_return,1425,ERNN,0.5,0.0025925040245056152,0.02132575213909149,0.009366624057292938
eua_return,1425,ERNN,0.9,0.02414245530962944,0.02132575213909149,0.00028167033451609313
eua_return,1425,ERNN,0.95,0.0375160276889801,0.02132575213909149,0.0008095137891359627
eua_return,1426,L-ER,0.05,-0.03086681291460991,0.011464071460068226,0.002116544172167778
eua_return,1426,L-ER,0.1,-0.021069690585136414,0.011464071460068226,0.0032533761113882065
eua_return,1426,L-ER,0.5,0.0002358036581426859,0.011464071460068226,0.005614134017378092
eua_return,1426,L-ER,0.9,0.021798057481646538,0.011464071460068226,0.0010333986720070243
eua_return,1426,L-ER,0.95,0.02934807725250721,0.011464071460068226,0.0008942002314142883
eua_return,1426,ERNN,0.05,-0.03716856241226196,0.011464071460068226,0.002431631786748767
eua_return,1426,ERNN,0.1,-0.0205974280834198,0.011464071460068226,0.003206149907782674
eua_return,1426,ERNN,0.5,-0.0005279630422592163,0.011464071460068226,0.005996017251163721
eua_return,1426,ERNN,0.9,0.0203411802649498,0.011464071460068226,0.0008877108921296895
eua_return,1426,ERNN,0.95,0.028816327452659607,0.011464071460068226,0.0008676128345541656
eua_return,1427,L-ER,0.05,-0.03512168303132057,-0.006862659938633442,0.0014129512710496783
eua_return,1427,L-ER,0.1,-0.025576259940862656,-0.006862659938633442,0.0018713601166382432
eua_return,1427,L-ER,0.5,-0.0020015386398881674,-0.006862659938633442,0.0024305605329573154
eua_return,1427,L-ER,0.9,0.017930768430233,-0.006862659938633442,0.002479342743754387
eua_return,1427,L-ER,0.95,0.025063835084438324,-0.006862659938633442,0.001596324727870524
eua_return,1427,ERNN,0.05,-0.03352924436330795,-0.006862659938633442,0.00133332924451679
eua_return,1427,ERNN,0.1,-0.023400962352752686,-0.006862659938633442,0.001653830404393375
eua_return,1427,ERNN,0.5,-0.002408042550086975,-0.006862659938633442,0.0022273086942732334
eua_return,1427,ERNN,0.9,0.013022314757108688,-0.006862659938633442,0.001988497329875827
eua_return,1427,ERNN,0.95,0.026508167386054993,-0.006862659938633442,0.0016685413429513574
eua_return,1428,L-ER,0.05,-0.030628401786088943,0.015262255445122719,0.0022945329546928406
eua_return,1428,L-ER,0.1,-0.01995985396206379,0.015262255445122719,0.0035222109872847795
eua_return,1428,L-ER,0.5,0.003209351096302271,0.015262255445122719,0.006026452407240868
eua_return,1428,L-ER,0.9,0.023423977196216583,0.015262255445122719,0.0008161721634678543
eua_return,1428,L-ER,0.95,0.030980560928583145,0.015262255445122719,0.0007859152974560857
eua_return,1428,ERNN,0.05,-0.028254933655261993,0.015262255445122719,0.002175859408453107
eua_return,1428,ERNN,0.1,-0.020070984959602356,0.015262255445122719,0.0035333239939063787
eua_return,1428,ERNN,0.5,0.0023104995489120483,0.015262255445122719,0.006475877948105335
eua_return,1428,ERNN,0.9,0.02295743301510811,0.015262255445122719,0.0007695177919231355
eua_return,1428,ERNN,0.95,0.029903650283813477,0.015262255445122719,0.0007320697768591344
eua_return,1429,L-ER,0.05,-0.03188208118081093,0.004173487424850464,0.001802778453566134
eua_return,1429,L-ER,0.1,-0.023662198334932327,0.004173487424850464,0.002783568575978279
eua_return,1429,L-ER,0.5,-0.002384285442531109,0.004173487424850464,0.0032788864336907864
eua_return,1429,L-ER,0.9,0.018643895164132118,0.004173487424850464,0.0014470408204942942
eua_return,1429,L-ER,0.95,0.024912865832448006,0.004173487424850464,0.0010369688970968127
eua_return,1429,ERNN,0.05,-0.028016112744808197,0.004173487424850464,0.001609480008482933
eua_return,1429,ERNN,0.1,-0.023878008127212524,0.004173487424850464,0.0028051496483385563
eua_return,1429,ERNN,0.5,-0.0030107498168945312,0.004173487424850464,0.0035921186208724976
eua_return,1429,ERNN,0.9,0.01818869635462761,0.004173487424850464,0.001401520916260779
eua_return,1429,ERNN,0.95,0.025267139077186584,0.004173487424850464,0.0010546826524659991
eua_return,1430,L-ER,0.05,-0.03672954440116882,-0.00938655436038971,0.00136714952532202
eua_return,1430,L-ER,0.1,-0.026583198457956314,-0.00938655436038971,0.0017196644330397248
eua_return,1430,L-ER,0.5,-0.0035966201685369015,-0.00938655436038971,0.002894967095926404
eua_return,1430,L-ER,0.9,0.0160355344414711,-0.00938655436038971,0.002542208880186081
eua_return,1430,L-ER,0.95,0.02367519587278366,-0.00938655436038971,0.0016530875582247972
eua_return,1430,ERNN,0.05,-0.03331105411052704,-0.00938655436038971,0.0011962250573560596
eua_return,1430,ERNN,0.1,-0.02578514814376831,-0.00938655436038971,0.0016398594016209245
eua_return,1430,ERNN,0.5,-0.004622042179107666,-0.00938655436038971,0.0023822560906410217
eua_return,1430,ERNN,0.9,0.015807554125785828,-0.00938655436038971,0.002519410802051425
eua_return,1430,ERNN,0.95,0.026489555835723877,-0.00938655436038971,0.0017938055098056793
eua_return,1431,L-ER,0.05,-0.039476457983255386,-0.001478196820244193,0.0018999131862074137
eua_return,1431,L-ER,0.1,-0.028578484430909157,-0.001478196820244193,0.0027100287843495607
eua_return,1431,L-ER,0.5,-0.002644650172442198,-0.001478196820244193,0.0005832266760990024
eua_return,1431,L-ER,0.9,0.01909904181957245,-0.001478196820244193,0.0020577239338308573
eua_return,1431,L-ER,0.95,0.028367843478918076,-0.001478196820244193,0.00149230204988271
eua_return,1431,ERNN,0.05,-0.03668347746133804,-0.001478196820244193,0.0017602641601115465
eua_return,1431,ERNN,0.1,-0.027461498975753784,-0.001478196820244193,0.002598330145701766
eua_return,1431,ERNN,0.5,-0.003386273980140686,-0.001478196820244193,0.0009540385799482465
eua_return,1431,ERNN,0.9,0.016801949590444565,-0.001478196820244193,0.0018280147342011333
eua_return,1431,ERNN,0.95,0.02958337962627411,-0.001478196820244193,0.001553078880533576
eua_return,1432,L-ER,0.05,-0.042193301022052765,0.02239193394780159,0.003229262074455619
eua_return,1432,L-ER,0.1,-0.03111696057021618,0.02239193394780159,0.0053508891724050045
eua_return,1432,L-ER,0.5,-0.0023635304532945156,0.02239193394780159,0.012377732433378696
eua_return,1432,L-ER,0.9,0.02186993695795536,0.02239193394780159,0.0004697972908616066
eua_return,1432,L-ER,0.95,0.031727053225040436,0.02239193394780159,0.0004667559696827084
eua_return,1432,ERNN,0.05,-0.03770630434155464,0.02239193394780159,0.0030049120541661978
eua_return,1432,ERNN,0.1,-0.030519932508468628,0.02239193394780159,0.005291186738759279
eua_return,1432,ERNN,0.5,-0.003278672695159912,0.02239193394780159,0.012835303321480751
eua_return,1432,ERNN,0.9,0.01728660985827446,0.02239193394780159,0.004594791680574417
eua_return,1432,ERNN,0.95,0.031553879380226135,0.02239193394780159,0.00045809728908352554
eua_return,1433,L-ER,0.05,-0.039919573813676834,-0.018530486151576042,0.0010694543598219752
eua_return,1433,L-ER,0.1,-0.029143981635570526,-0.018530486151576042,0.001061349525116384
eua_return,1433,L-ER,0.5,-0.003932003863155842,-0.018530486151576042,0.0072992411442101
eua_return,1433,L-ER,0.9,0.017925115302205086,-0.018530486151576042,0.0036455602385103703
eua_return,1433,L-ER,0.95,0.02465442754328251,-0.018530486151576042,0.002159245777875185
eua_return,1433,ERNN,0.05,-0.03463190048933029,-0.018530486151576042,0.0008050707401707768
eua_return,1433,ERNN,0.1,-0.028895944356918335,-0.018530486151576042,0.0010365458438172936
eua_return,1433,ERNN,0.5,-0.004297494888305664,-0.018530486151576042,0.007116495631635189
eua_return,1433,ERNN,0.9,0.014497753232717514,-0.018530486151576042,0.0033028237521648407
eua_return,1433,ERNN,0.95,0.0262468159198761,-0.018530486151576042,0.0022388652432709932
eua_return,1434,L-ER,0.05,-0.032444942742586136,-0.0273485966026783,0.00025481730699539185
eua_return,1434,L-ER,0.1,-0.021049344912171364,-0.0273485966026783,0.005669326521456242
eua_return,1434,L-ER,0.5,0.004273058846592903,-0.0273485966026783,0.015810828655958176
eua_return,1434,L-ER,0.9,0.02561880461871624,-0.0273485966026783,0.005296740215271711
eua_return,1434,L-ER,0.95,0.03291376680135727,-0.0273485966026783,0.0030131181702017784
eua_return,1434,ERNN,0.05,-0.028657764196395874,-0.0273485966026783,6.545837823068723e-05
eua_return,1434,ERNN,0.1,-0.02096650004386902,-0.0273485966026783,0.005743886809796095
eua_return,1434,ERNN,0.5,0.0033412277698516846,-0.0273485966026783,0.015344912186264992
eua_return,1434,ERNN,0.9,0.025169774889945984,-0.0273485966026783,0.005251837428659201
eua_return,1434,ERNN,0.95,0.03434041142463684,-0.0273485966026783,0.0030844504944980145
eua_return,1435,L-ER,0.05,-0.030698612332344055,-0.005256100557744503,0.0012721255188807845
eua_return,1435,L-ER,0.1,-0.02047722414135933,-0.005256100557744503,0.0015221124049276114
eua_return,1435,L-ER,0.5,0.0045111579820513725,-0.005256100557744503,0.004883629269897938
eua_return,1435,L-ER,0.9,0.027893787249922752,-0.005256100557744503,0.003314988687634468
eua_return,1435,L-ER,0.95,0.036946773529052734,-0.005256100557744503,0.002110143890604377
eua_return,1435,ERNN,0.05,-0.027096986770629883,-0.005256100557744503,0.0010920442873612046
eua_return,1435,ERNN,0.1,-0.020063191652297974,-0.005256100557744503,0.0014807091793045402
eua_return,1435,ERNN,0.5,0.004424303770065308,-0.005256100557744503,0.004840202163904905
eua_return,1435,ERNN,0.9,0.02932354062795639,-0.005256100557744503,0.003457964165136218
eua_return,1435,ERNN,0.95,0.035099998116493225,-0.005256100557744503,0.0020178051199764013
eua_return,1436,L-ER,0.05,-0.034136999398469925,0.0033904281444847584,0.0018763713305816054
eua_return,1436,L-ER,0.1,-0.025473490357398987,0.0033904281444847584,0.002886391943320632
eua_return,1436,L-ER,0.5,-0.000342925195582211,0.0033904281444847584,0.0018666766118258238
eua_return,1436,L-ER,0.9,0.025652334094047546,0.0033904281444847584,0.0022261906415224075
eua_return,1436,L-ER,0.95,0.034950558096170425,0.0033904281444847584,0.001578006544150412
eua_return,1436,ERNN,0.05,-0.030960649251937866,0.0033904281444847584,0.0017175538232550025
eua_return,1436,ERNN,0.1,-0.022748887538909912,0.0033904281444847584,0.0026139316614717245
eua_return,1436,ERNN,0.5,-0.0007780194282531738,0.0033904281444847584,0.002084223786368966
eua_return,1436,ERNN,0.9,0.022781893610954285,0.0033904281444847584,0.0019391466630622745
eua_return,1436,ERNN,0.95,0.03361348807811737,0.0033904281444847584,0.0015111530665308237
eua_return,1437,L-ER,0.05,-0.04084736853837967,-0.010677719488739967,0.0015084824990481138
eua_return,1437,L-ER,0.1,-0.03038541041314602,-0.010677719488739967,0.001970769139006734
eua_return,1437,L-ER,0.5,-0.0032421525102108717,-0.010677719488739967,0.003717783372849226
eua_return,1437,L-ER,0.9,0.02227320335805416,-0.010677719488739967,0.0032950923778116703
eua_return,1437,L-ER,0.95,0.029974231496453285,-0.010677719488739967,0.0020325975492596626
eua_return,1437,ERNN,0.05,-0.03466179221868515,-0.010677719488739967,0.0011992036597803235
eua_return,1437,ERNN,0.1,-0.02854827046394348,-0.010677719488739967,0.0017870551673695445
eua_return,1437,ERNN,0.5,-0.003188610076904297,-0.010677719488739967,0.0037445547059178352
eua_return,1437,ERNN,0.9,0.017670493572950363,-0.010677719488739967,0.0028348213527351618
eua_return,1437,ERNN,0.95,0.030519187450408936,-0.010677719488739967,0.0020598452538251877
eua_return,1438,L-ER,0.05,-0.03523097187280655,0.017192400991916656,0.0026211687363684177
eua_return,1438,L-ER,0.1,-0.023024510592222214,0.017192400991916656,0.004021691158413887
eua_return,1438,L-ER,0.5,0.004649260081350803,0.017192400991916656,0.0062715704552829266
eua_return,1438,L-ER,0.9,0.030567649751901627,0.017192400991916656,0.0013375248527154326
eua_return,1438,L-ER,0.95,0.03985307738184929,0.017192400991916656,0.0011330338893458247
eua_return,1438,ERNN,0.05,-0.03239671140909195,0.017192400991916656,0.002479455666616559
eua_return,1438,ERNN,0.1,-0.022819027304649353,0.017192400991916656,0.004001142922788858
eua_return,1438,ERNN,0.5,0.004382923245429993,0.017192400991916656,0.006404738873243332
eua_return,1438,ERNN,0.9,0.029988601803779602,0.017192400991916656,0.001279620104469359
eua_return,1438,ERNN,0.95,0.036192283034324646,0.017192400991916656,0.000949994137044996
eua_return,1439,L-ER,0.05,-0.029832975938916206,-0.0055814096704125404,0.0012125782668590546
eua_return,1439,L-ER,0.1,-0.01985195279121399,-0.0055814096704125404,0.0014270542887970805
eua_return,1439,L-ER,0.5,0.004102329723536968,-0.0055814096704125404,0.004841869696974754
eua_return,1439,L-ER,0.9,0.02904767543077469,-0.0055814096704125404,0.0034629085566848516
eua_return,1439,L-ER,0.95,0.03796399012207985,-0.0055814096704125404,0.002177269896492362
eua_return,1439,ERNN,0.05,-0.03092818707227707,-0.0055814096704125404,0.0012673389865085483
eua_return,1439,ERNN,0.1,-0.02021951973438263,-0.0055814096704125404,0.0014638110296800733
eua_return,1439,ERNN,0.5,0.003347933292388916,-0.0055814096704125404,0.004464671481400728
eua_return,1439,ERNN,0.9,0.0301542729139328,-0.0055814096704125404,0.003573568305000663
eua_return,1439,ERNN,0.95,0.034491196274757385,-0.0055814096704125404,0.0020036303903907537
eua_return,1440,L-ER,0.05,-0.028852928429841995,-0.005730004515498877,0.0011561461724340916
eua_return,1440,L-ER,0.1,-0.018862228840589523,-0.005730004515498877,0.001313222455792129
eua_return,1440,L-ER,0.5,0.005146507173776627,-0.005730004515498877,0.005438256077468395
eua_return,1440,L-ER,0.9,0.028055932372808456,-0.005730004515498877,0.003378593595698476
eua_return,1440,L-ER,0.95,0.03659425675868988,-0.005730004515498877,0.002116213086992502
eua_return,1440,ERNN,0.05,-0.03067493438720703,-0.005730004515498877,0.001247246516868472
eua_return,1440,ERNN,0.1,-0.016777202486991882,-0.005730004515498877,0.001104719820432365
eua_return,1440,ERNN,0.5,0.00400853157043457,-0.005730004515498877,0.004869268275797367
eua_return,1440,ERNN,0.9,0.02700740471482277,-0.005730004515498877,0.003273740876466036
eua_return,1440,ERNN,0.95,0.03639607131481171,-0.005730004515498877,0.0021063038147985935
eua_return,1441,L-ER,0.05,-0.02957901358604431,-0.013102944009006023,0.0008238034206442535
eua_return,1441,L-ER,0.1,-0.0214652381837368,-0.013102944009006023,0.0008362294174730778
eua_return,1441,L-ER,0.5,0.0014565573073923588,-0.013102944009006023,0.007279750891029835
eua_return,1441,L-ER,0.9,0.025781922042369843,-0.013102944009006023,0.0038884866517037153
eua_return,1441,L-ER,0.95,0.030705053359270096,-0.013102944009006023,0.0021903999149799347
eua_return,1441,ERNN,0.05,-0.0296713188290596,-0.013102944009006023,0.0008284187060780823
eua_return,1441,ERNN,0.1,-0.02021312713623047,-0.013102944009006023,0.0007110183360055089
eua_return,1441,ERNN,0.5,0.001284763216972351,-0.013102944009006023,0.007193853612989187
eua_return,1441,ERNN,0.9,0.023441065102815628,-0.013102944009006023,0.0036544010508805513
eua_return,1441,ERNN,0.95,0.031511321663856506,-0.013102944009006023,0.002230713376775384
eua_return,1442,L-ER,0.05,-0.030632879585027695,-0.0036902606952935457,0.001347130979411304
eua_return,1442,L-ER,0.1,-0.019748784601688385,-0.0036902606952935457,0.001605852390639484
eua_return,1442,L-ER,0.5,0.005999412387609482,-0.0036902606952935457,0.004844836425036192
eua_return,1442,L-ER,0.9,0.033075809478759766,-0.0036902606952935457,0.0036766070406883955
eua_return,1442,L-ER,0.95,0.043537065386772156,-0.0036902606952935457,0.002361366292461753
eua_return,1442,ERNN,0.05,-0.028074823319911957,-0.0036902606952935457,0.0012192281428724527
eua_return,1442,ERNN,0.1,-0.01821237802505493,-0.0036902606952935457,0.001452211756259203
eua_return,1442,ERNN,0.5,0.006310880184173584,-0.0036902606952935457,0.005000570323318243
eua_return,1442,ERNN,0.9,0.031670019030570984,-0.0036902606952935457,0.003536028089001775
eua_return,1442,ERNN,0.95,0.04100517928600311,-0.0036902606952935457,0.002234772080555558
eua_return,1443,L-ER,0.05,-0.032805025577545166,-0.0021489979699254036,0.0015328014269471169
eua_return,1443,L-ER,0.1,-0.023274341598153114,-0.0021489979699254036,0.002112534362822771
eua_return,1443,L-ER,0.5,-0.002108416287228465,-0.0021489979699254036,2.0290841348469257e-05
eua_return,1443,L-ER,0.9,0.019736450165510178,-0.0021489979699254036,0.0021885447204113007
eua_return,1443,L-ER,0.95,0.02550758607685566,-0.0021489979699254036,0.0013828292721882463
eua_return,1443,ERNN,0.05,-0.032202258706092834,-0.0021489979699254036,0.001502663129940629
eua_return,1443,ERNN,0.1,-0.023069918155670166,-0.0021489979699254036,0.002092092065140605
eua_return,1443,ERNN,0.5,-0.002132430672645569,-0.0021489979699254036,8.283648639917374e-06
eua_return,1443,ERNN,0.9,0.019678402692079544,-0.0021489979699254036,0.002182740019634366
eua_return,1443,ERNN,0.95,0.026105418801307678,-0.0021489979699254036,0.001412720768712461
eua_return,1444,L-ER,0.05,-0.03603007644414902,-0.008883612230420113,0.001357323257252574
eua_return,1444,L-ER,0.1,-0.026923874393105507,-0.008883612230420113,0.001804026192985475
eua_return,1444,L-ER,0.5,0.0005434110062196851,-0.008883612230420113,0.004713511560112238
eua_return,1444,L-ER,0.9,0.026748787611722946,-0.008883612230420113,0.003563240170478821
eua_return,1444,L-ER,0.95,0.036623116582632065,-0.008883612230420113,0.0022753365337848663
eua_return,1444,ERNN,0.05,-0.030251123011112213,-0.008883612230420113,0.001068375539034605
eua_return,1444,ERNN,0.1,-0.023721888661384583,-0.008883612230420113,0.00148382771294564
eua_return,1444,ERNN,0.5,-0.00020296871662139893,-0.008883612230420113,0.004340321756899357
eua_return,1444,ERNN,0.9,0.018608953803777695,-0.008883612230420113,0.002749256556853652
eua_return,1444,ERNN,0.95,0.03663630783557892,-0.008883612230420113,0.002275995910167694
